,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
880,2021-07-08,209.46,218.14,206.82,217.6,217.6,68319900,68319900,8.14,3.89,214.19,"July 08, 21",0.0389
881,2021-07-07,221.42,221.9,212.77,214.88,214.88,56376000,56376000,-6.54,-2.95,216.52,"July 07, 21",-0.0295
882,2021-07-06,227.24,228.0,217.13,219.86,219.86,69853500,69853500,-7.38,-3.25,221.66,"July 06, 21",-0.0325
883,2021-07-02,226.33,233.33,224.42,226.3,226.3,81163500,81163500,-0.03,-0.01325498,228.02,"July 02, 21",-0.0001325498
884,2021-07-01,227.97,229.33,224.27,225.97,225.97,55903500,55903500,-2.0,-0.87731,226.52,"July 01, 21",-0.0087731
885,2021-06-30,226.59,230.94,226.05,226.57,226.57,56774700,56774700,-0.02,-0.00882651,227.85,"June 30, 21",-8.82651e-05
886,2021-06-29,228.22,229.17,225.3,226.92,226.92,52143900,52143900,-1.3,-0.56963,227.13,"June 29, 21",-0.0056963
887,2021-06-28,223.88,231.57,223.44,229.57,229.57,64884600,64884600,5.69,2.54,228.19,"June 28, 21",0.0254
888,2021-06-25,229.86,231.27,222.9,223.96,223.96,97490100,97490100,-5.9,-2.57,226.04,"June 25, 21",-0.0257
889,2021-06-24,225.0,232.54,222.54,226.61,226.61,137947200,137947200,1.61,0.71556,227.23,"June 24, 21",0.0071556
890,2021-06-23,210.67,219.07,210.01,218.86,218.86,93297600,93297600,8.19,3.89,215.98,"June 23, 21",0.0389
891,2021-06-22,206.08,209.52,205.17,207.9,207.9,57476700,57476700,1.82,0.88315,207.53,"June 22, 21",0.0088315
892,2021-06-21,208.16,210.46,202.96,206.94,206.94,74438100,74438100,-1.22,-0.58609,206.79,"June 21, 21",-0.0058609
893,2021-06-18,204.46,209.45,203.93,207.77,207.77,73682700,73682700,3.31,1.62,207.05,"June 18, 21",0.0162
894,2021-06-17,200.63,207.16,200.45,205.53,205.53,68104200,68104200,4.9,2.44,204.38,"June 17, 21",0.0244
895,2021-06-16,199.18,202.83,197.83,201.62,201.62,66432300,66432300,2.44,1.23,200.76,"June 16, 21",0.0123
896,2021-06-15,205.56,205.6,199.41,199.79,199.79,53292300,53292300,-5.77,-2.81,201.6,"June 15, 21",-0.0281
897,2021-06-14,204.08,208.5,203.06,205.9,205.9,61272000,61272000,1.82,0.89181,205.82,"June 14, 21",0.0089181
898,2021-06-11,203.41,204.19,200.51,203.3,203.3,48615900,48615900,-0.11,-0.05407797,202.66,"June 11, 21",-0.0005407797
899,2021-06-10,201.29,205.53,200.17,203.37,203.37,71758800,71758800,2.08,1.03,203.02,"June 10, 21",0.0103
900,2021-06-09,200.72,203.93,199.21,199.59,199.59,49753800,49753800,-1.13,-0.56297,200.91,"June 09, 21",-0.0056297
901,2021-06-08,207.67,207.7,198.5,201.2,201.2,78160200,78160200,-6.47,-3.12,202.46,"June 08, 21",-0.0312
902,2021-06-07,197.28,203.33,194.29,201.71,201.71,67631100,67631100,4.43,2.25,199.78,"June 07, 21",0.0225
903,2021-06-04,193.24,200.2,192.4,199.68,199.68,72110700,72110700,6.44,3.33,197.43,"June 04, 21",0.0333
904,2021-06-03,200.6,201.52,190.41,190.95,190.95,90335700,90335700,-9.65,-4.81,194.29,"June 03, 21",-0.0481
905,2021-06-02,206.71,207.79,199.71,201.71,201.71,69908400,69908400,-5.0,-2.42,203.07,"June 02, 21",-0.0242
906,2021-06-01,209.27,211.27,206.85,207.97,207.97,54254700,54254700,-1.3,-0.62121,208.69,"June 01, 21",-0.0062121
907,2021-05-28,209.5,211.86,207.46,208.41,208.41,68211000,68211000,-1.09,-0.52029,209.24,"May 28, 21",-0.0052029
908,2021-05-27,206.75,210.38,205.4,210.28,210.28,79111800,79111800,3.53,1.71,208.69,"May 27, 21",0.0171
909,2021-05-26,202.52,208.72,200.5,206.38,206.38,85917900,85917900,3.86,1.91,205.2,"May 26, 21",0.0191
910,2021-05-25,202.44,204.66,198.57,201.56,201.56,84017700,84017700,-0.88,-0.4347,201.6,"May 25, 21",-0.004347
911,2021-05-24,193.87,204.83,191.22,202.15,202.15,103674300,103674300,8.28,4.27,199.4,"May 24, 21",0.0427
912,2021-05-21,198.7,198.89,193.33,193.63,193.63,78091800,78091800,-5.07,-2.55,195.28,"May 21, 21",-0.0255
913,2021-05-20,191.67,196.28,190.36,195.59,195.59,92463300,92463300,3.92,2.05,194.08,"May 20, 21",0.0205
914,2021-05-19,184.18,188.74,182.33,187.82,187.82,118735200,118735200,3.64,1.98,186.29,"May 19, 21",0.0198
915,2021-05-18,189.33,198.75,187.79,192.62,192.62,110491800,110491800,3.29,1.74,193.06,"May 18, 21",0.0174
916,2021-05-17,191.85,196.58,187.07,192.28,192.28,97171200,97171200,0.43,0.22413,191.97,"May 17, 21",0.0022413
917,2021-05-14,194.47,197.62,190.15,196.58,196.58,100112700,100112700,2.11,1.09,194.79,"May 14, 21",0.0109
918,2021-05-13,200.51,202.15,186.55,190.56,190.56,132554700,132554700,-9.95,-4.96,193.09,"May 13, 21",-0.0496
919,2021-05-12,200.83,206.8,195.59,196.63,196.63,101470800,101470800,-4.2,-2.09,199.67,"May 12, 21",-0.0209
920,2021-05-11,199.75,209.03,198.53,205.73,205.73,139511700,139511700,5.98,2.99,204.43,"May 11, 21",0.0299
921,2021-05-10,221.63,221.68,209.2,209.68,209.68,94177200,94177200,-11.95,-5.39,213.52,"May 10, 21",-0.0539
922,2021-05-07,221.93,230.0,220.07,224.12,224.12,70407600,70407600,2.19,0.9868,224.73,"May 07, 21",0.009868
923,2021-05-06,226.92,227.01,216.67,221.18,221.18,83353800,83353800,-5.74,-2.53,221.62,"May 06, 21",-0.0253
924,2021-05-05,227.02,228.43,222.45,223.65,223.65,65705700,65705700,-3.37,-1.48,224.84,"May 05, 21",-0.0148
925,2021-05-04,226.31,227.82,219.23,224.53,224.53,89217900,89217900,-1.78,-0.78653,223.86,"May 04, 21",-0.0078653
926,2021-05-03,234.6,235.33,226.83,228.3,228.3,81129300,81129300,-6.3,-2.69,230.16,"May 03, 21",-0.0269
927,2021-04-30,222.53,238.49,222.05,236.48,236.48,122276100,122276100,13.95,6.27,232.34,"April 30, 21",0.0627
928,2021-04-29,233.17,234.08,222.83,225.67,225.67,86536200,86536200,-7.5,-3.22,227.53,"April 29, 21",-0.0322
929,2021-04-28,232.14,236.17,231.2,231.47,231.47,66813000,66813000,-0.67,-0.28862,232.94,"April 28, 21",-0.0028862
930,2021-04-27,239.32,241.33,234.45,234.91,234.91,88311000,88311000,-4.41,-1.84,236.9,"April 27, 21",-0.0184
931,2021-04-26,247.0,249.77,244.2,246.07,246.07,93115500,93115500,-0.93,-0.37652,246.68,"April 26, 21",-0.0037652
932,2021-04-23,239.93,245.79,238.49,243.13,243.13,85110000,85110000,3.2,1.33,242.47,"April 23, 21",0.0133
933,2021-04-22,247.17,251.26,239.35,239.9,239.9,106770900,106770900,-7.27,-2.94,243.5,"April 22, 21",-0.0294
934,2021-04-21,234.92,248.28,232.67,248.04,248.04,93646500,93646500,13.12,5.58,243.0,"April 21, 21",0.0558
